ensembl_gene_id	hgnc_symbol	chromosome_name
ENSG00000064115	TM7SF3	12
ENSG00000064199	SPA17	11
ENSG00000064201	TSPAN32	11
ENSG00000064205	CCN5	20
ENSG00000064225	ST3GAL6	3
ENSG00000064270	ATP2C2	16
ENSG00000064300	NGFR	17
ENSG00000064309	CDON	11
ENSG00000064313	TAF2	8
ENSG00000064393	HIPK2	7
ENSG00000064419	TNPO3	7
ENSG00000064489	BORCS8-MEF2B	19
ENSG00000064490	RFXANK	19
ENSG00000064545	TMEM161A	19
ENSG00000064547	LPAR2	19
ENSG00000064601	CTSA	20
ENSG00000064607	SUGP2	19
ENSG00000064651	SLC12A2	5
ENSG00000064652	SNX24	5
ENSG00000064655	EYA2	20
ENSG00000064666	CNN2	19
ENSG00000064687	ABCA7	19
ENSG00000064692	SNCAIP	5
ENSG00000064703	DDX20	1
ENSG00000064726	BTBD1	15
ENSG00000064763	FAR2	12
ENSG00000064787	BCAS1	20
ENSG00000064886	CHI3L2	1
ENSG00000064932	SBNO2	19
ENSG00000064933	PMS1	2
ENSG00000064961	HMG20B	19
ENSG00000064989	CALCRL	2
ENSG00000064995	TAF11	6
ENSG00000064999	ANKS1A	6
ENSG00000065000	AP3D1	19
ENSG00000065029	ZNF76	6
ENSG00000065054	SLC9A3R2	16
ENSG00000065057	NTHL1	16
ENSG00000065060	UHRF1BP1	6
ENSG00000065135	GNAI3	1
ENSG00000065150	IPO5	13
ENSG00000065154	OAT	10
ENSG00000065183	WDR3	1
ENSG00000065243	PKN2	1
ENSG00000065268	WDR18	19
ENSG00000065308	TRAM2	6
ENSG00000065320	NTN1	17
ENSG00000065325	GLP2R	17
ENSG00000065328	MCM10	10
ENSG00000065357	DGKA	12
ENSG00000065361	ERBB3	12
ENSG00000065413	ANKRD44	2
ENSG00000065427	KARS1	16
ENSG00000065457	ADAT1	16
ENSG00000065485	PDIA5	3
ENSG00000065491	TBC1D22B	6
ENSG00000065518	NDUFB4	3
ENSG00000065526	SPEN	1
ENSG00000065534	MYLK	3
ENSG00000065548	ZC3H15	2
ENSG00000065559	MAP2K4	17
ENSG00000065600	PACC1	1
ENSG00000065609	SNAP91	6
ENSG00000065613	SLK	10
ENSG00000065615	CYB5R4	6
ENSG00000065618	COL17A1	10
ENSG00000065621	GSTO2	10
ENSG00000065665	SEC61A2	10
ENSG00000065675	PRKCQ	10
ENSG00000065717	TLE2	19
ENSG00000065802	ASB1	2
ENSG00000065809	FAM107B	10
ENSG00000065833	ME1	6
ENSG00000065882	TBC1D1	4
ENSG00000065883	CDK13	7
ENSG00000065911	MTHFD2	2
ENSG00000065923	SLC9A7	X
ENSG00000065970	FOXJ2	12
ENSG00000065978	YBX1	1
ENSG00000065989	PDE4A	19
ENSG00000066027	PPP2R5A	1
ENSG00000066032	CTNNA2	2
ENSG00000066044	ELAVL1	19
ENSG00000066056	TIE1	1
ENSG00000066084	DIP2B	12
ENSG00000066117	SMARCD1	12
ENSG00000066135	KDM4A	1
ENSG00000066136	NFYC	1
ENSG00000066185	ZMYND12	1
ENSG00000066230	SLC9A3	5
ENSG00000066248	NGEF	2
ENSG00000066279	ASPM	1
ENSG00000066294	CD84	1
ENSG00000066322	ELOVL1	1
ENSG00000066336	SPI1	11
ENSG00000066379	POLR1H	6
ENSG00000066382	MPPED2	11
ENSG00000066405	CLDN18	3
ENSG00000066422	ZBTB11	3
ENSG00000066427	ATXN3	14
ENSG00000066455	GOLGA5	14
ENSG00000066468	FGFR2	10
ENSG00000066557	LRRC40	1
ENSG00000066583	ISOC1	5
ENSG00000066629	EML1	14
ENSG00000066651	TRMT11	6
ENSG00000066654	THUMPD1	16
ENSG00000066697	MSANTD3	9
ENSG00000066735	KIF26A	14
ENSG00000066739	ATG2B	14
ENSG00000066777	ARFGEF1	8
ENSG00000066813	ACSM2B	16
ENSG00000066827	ZFAT	8
ENSG00000066855	MTFR1	8
ENSG00000066923	STAG3	7
ENSG00000066926	FECH	18
ENSG00000066933	MYO9A	15
ENSG00000067048	DDX3Y	Y
ENSG00000067057	PFKP	10
ENSG00000067064	IDI1	10
ENSG00000067066	SP100	2
ENSG00000067082	KLF6	10
ENSG00000067113	PLPP1	5
ENSG00000067141	NEO1	15
ENSG00000067167	TRAM1	8
ENSG00000067177	PHKA1	X
ENSG00000067182	TNFRSF1A	12
ENSG00000067191	CACNB1	17
ENSG00000067208	EVI5	1
ENSG00000067221	STOML1	15
ENSG00000067225	PKM	15
ENSG00000067248	DHX29	5
ENSG00000067334	DNTTIP2	1
ENSG00000067365	METTL22	16
ENSG00000067369	TP53BP1	15
ENSG00000067445	TRO	X
ENSG00000067533	RRP15	1
ENSG00000067560	RHOA	3
ENSG00000067596	DHX8	17
ENSG00000067601	PMS2P4	7
ENSG00000067606	PRKCZ	1
ENSG00000067646	ZFY	Y
ENSG00000067704	IARS2	1
ENSG00000067715	SYT1	12
ENSG00000067798	NAV3	12
ENSG00000067829	IDH3G	X
ENSG00000067836	ROGDI	16
ENSG00000067840	PDZD4	X
ENSG00000067842	ATP2B3	X
ENSG00000067900	ROCK1	18
ENSG00000067955	CBFB	16
ENSG00000067992	PDK3	X
ENSG00000068001	HYAL2	3
ENSG00000068024	HDAC4	2
ENSG00000068028	RASSF1	3
ENSG00000068078	FGFR3	4
ENSG00000068079	IFI35	17
ENSG00000068097	HEATR6	17
ENSG00000068120	COASY	17
ENSG00000068137	PLEKHH3	17
ENSG00000068305	MEF2A	15
ENSG00000068308	OTUD5	X
ENSG00000068323	TFE3	X
ENSG00000068354	TBC1D25	X
ENSG00000068366	ACSL4	X
ENSG00000068383	INPP5A	10
ENSG00000068394	GPKOW	X
ENSG00000068400	GRIPAP1	X
ENSG00000068438	FTSJ1	X
ENSG00000068489	PRR11	17
ENSG00000068615	REEP1	2
ENSG00000068650	ATP11A	13
ENSG00000068654	POLR1A	2
ENSG00000068697	LAPTM4A	2
ENSG00000068724	TTC7A	2
ENSG00000068745	IP6K2	3
ENSG00000068781	STON1-GTF2A1L	2
ENSG00000068784	SRBD1	2
ENSG00000068796	KIF2A	5
ENSG00000068831	RASGRP2	11
ENSG00000068878	PSME4	2
ENSG00000068885	IFT80	3
ENSG00000068903	SIRT2	19
ENSG00000068912	ERLEC1	2
ENSG00000068971	PPP2R5B	11
ENSG00000068976	PYGM	11
ENSG00000068985	PAGE1	X
ENSG00000069011	PITX1	5
ENSG00000069020	MAST4	5
ENSG00000069188	SDK2	17
ENSG00000069206	ADAM7	8
ENSG00000069248	NUP133	1
ENSG00000069275	NUCKS1	1
ENSG00000069329	VPS35	16
ENSG00000069345	DNAJA2	16
ENSG00000069399	BCL3	19
ENSG00000069424	KCNAB2	1
ENSG00000069431	ABCC9	12
ENSG00000069493	CLEC2D	12
ENSG00000069509	FUNDC1	X
ENSG00000069535	MAOB	X
ENSG00000069667	RORA	15
ENSG00000069696	DRD4	11
ENSG00000069702	TGFBR3	1
ENSG00000069764	PLA2G10	16
ENSG00000069812	HES2	1
ENSG00000069849	ATP1B3	3
ENSG00000069869	NEDD4	15
ENSG00000069943	PIGB	15
ENSG00000069956	MAPK6	15
ENSG00000069966	GNB5	15
ENSG00000069974	RAB27A	15
ENSG00000069998	HDHD5	22
ENSG00000070010	UFD1	22
ENSG00000070018	LRP6	12
ENSG00000070019	GUCY2C	12
ENSG00000070031	SCT	11
ENSG00000070047	PHRF1	11
ENSG00000070061	ELP1	9
ENSG00000070081	NUCB2	11
ENSG00000070087	PFN2	3
ENSG00000070159	PTPN3	9
ENSG00000070182	SPTB	14
ENSG00000070190	DAPP1	4
ENSG00000070214	SLC44A1	9
ENSG00000070269	TMEM260	14
ENSG00000070366	SMG6	17
ENSG00000070367	EXOC5	14
ENSG00000070371	CLTCL1	22
ENSG00000070388	FGF22	19
ENSG00000070404	FSTL3	19
ENSG00000070413	DGCR2	22
ENSG00000070423	RNF126	19
ENSG00000070444	MNT	17
ENSG00000070476	ZXDC	3
ENSG00000070495	JMJD6	17
ENSG00000070501	POLB	8
ENSG00000070526	ST6GALNAC1	17
ENSG00000070540	WIPI1	17
ENSG00000070601	FRMPD1	9
ENSG00000070610	GBA2	9
ENSG00000070614	NDST1	5
ENSG00000070669	ASNS	7
ENSG00000070718	AP3M2	8
ENSG00000070729	CNGB1	16
ENSG00000070731	ST6GALNAC2	17
ENSG00000070748	CHAT	10
ENSG00000070756	PABPC1	8
ENSG00000070759	TESK2	1
ENSG00000070761	CFAP20	16
ENSG00000070770	CSNK2A2	16
ENSG00000070778	PTPN21	14
ENSG00000070785	EIF2B3	1
ENSG00000070808	CAMK2A	5
ENSG00000070814	TCOF1	5
ENSG00000070831	CDC42	1
ENSG00000070882	OSBPL3	7
ENSG00000070886	EPHA8	1
ENSG00000070915	SLC12A3	16
ENSG00000070950	RAD18	3
ENSG00000070961	ATP2B1	12
ENSG00000070985	TRPM5	11
ENSG00000071051	NCK2	2
ENSG00000071054	MAP4K4	2
ENSG00000071073	MGAT4A	2
ENSG00000071082	RPL31	2
ENSG00000071127	WDR1	4
ENSG00000071189	SNX13	7
ENSG00000071205	ARHGAP10	4
ENSG00000071242	RPS6KA2	6
ENSG00000071243	ING3	7
ENSG00000071246	VASH1	14
ENSG00000071282	LMCD1	3
ENSG00000071462	BUD23	7
ENSG00000071537	SEL1L	14
ENSG00000071539	TRIP13	5
ENSG00000071553	ATP6AP1	X
ENSG00000071564	TCF3	19
ENSG00000071575	TRIB2	2
ENSG00000071626	DAZAP1	19
ENSG00000071655	MBD3	19
ENSG00000071794	HLTF	3
ENSG00000071859	FAM50A	X
ENSG00000071889	FAM3A	X
ENSG00000071894	CPSF1	8
ENSG00000071909	MYO3B	2
ENSG00000071967	CYBRD1	2
ENSG00000071994	PDCD2	6
ENSG00000072042	RDH11	14
ENSG00000072062	PRKACA	19
ENSG00000072071	ADGRL1	19
ENSG00000072080	SPP2	2
ENSG00000072110	ACTN1	14
ENSG00000072121	ZFYVE26	14
ENSG00000072133	RPS6KA6	X
ENSG00000072134	EPN2	17
ENSG00000072135	PTPN18	2
ENSG00000072163	LIMS2	2
ENSG00000072182	ASIC4	2
ENSG00000072195	SPEG	2
ENSG00000072201	LNX1	4
ENSG00000072210	ALDH3A2	17
ENSG00000072274	TFRC	3
ENSG00000072310	SREBF1	17
ENSG00000072315	TRPC5	X
ENSG00000072364	AFF4	5
ENSG00000072401	UBE2D1	10
ENSG00000072415	PALS1	14
ENSG00000072422	RHOBTB1	10
ENSG00000072501	SMC1A	X
ENSG00000072506	HSD17B10	X
ENSG00000072518	MARK2	11
ENSG00000072571	HMMR	5
ENSG00000072609	CHFR	12
ENSG00000072657	TRHDE	12
ENSG00000072682	P4HA2	5
ENSG00000072694	FCGR2B	1
ENSG00000072736	NFATC3	16
ENSG00000072756	TRNT1	3
ENSG00000072778	ACADVL	17
ENSG00000072786	STK10	5
ENSG00000072803	FBXW11	5
ENSG00000072818	ACAP1	17
ENSG00000072832	CRMP1	4
ENSG00000072840	EVC	4
ENSG00000072849	DERL2	17
ENSG00000072858	SIDT1	3
ENSG00000072864	NDE1	16
ENSG00000072952	IRAG1	11
ENSG00000072954	TMEM38A	19
ENSG00000072958	AP1M1	19
ENSG00000073008	PVR	19
ENSG00000073050	XRCC1	19
ENSG00000073060	SCARB1	12
ENSG00000073067	CYP2W1	7
ENSG00000073111	MCM2	3
ENSG00000073146	MOV10L1	22
ENSG00000073150	PANX2	22
ENSG00000073169	SELENOO	22
ENSG00000073282	TP63	3
ENSG00000073331	ALPK1	4
ENSG00000073350	LLGL2	17
ENSG00000073417	PDE8A	15
ENSG00000073464	CLCN4	X
ENSG00000073536	NLE1	17
ENSG00000073578	SDHA	5
ENSG00000073584	SMARCE1	17
ENSG00000073598	FNDC8	17
ENSG00000073605	GSDMB	17
ENSG00000073614	KDM5A	12
ENSG00000073670	ADAM11	17
ENSG00000073711	PPP2R3A	3
ENSG00000073712	FERMT2	14
ENSG00000073734	ABCB11	2
ENSG00000073737	DHRS9	2
ENSG00000073754	CD5L	1
ENSG00000073756	PTGS2	1
ENSG00000073792	IGF2BP2	3
ENSG00000073803	MAP3K13	3
ENSG00000073849	ST6GAL1	3
ENSG00000073861	TBX21	17
ENSG00000073905	VDAC1P1	X
ENSG00000073921	PICALM	11
ENSG00000073969	NSF	17
ENSG00000074054	CLASP1	2
ENSG00000074071	MRPS34	16
ENSG00000074181	NOTCH3	19
ENSG00000074201	CLNS1A	11
ENSG00000074211	PPP2R2C	4
ENSG00000074219	TEAD2	19
ENSG00000074266	EED	11
ENSG00000074276	CDHR2	5
ENSG00000074317	SNCB	5
ENSG00000074319	TSG101	11
ENSG00000074356	NCBP3	17
ENSG00000074370	ATP2A3	17
ENSG00000074410	CA12	15
ENSG00000074416	MGLL	3
ENSG00000074527	NTN4	12
ENSG00000074582	BCS1L	2
ENSG00000074590	NUAK1	12
ENSG00000074603	DPP8	15
ENSG00000074621	SLC24A1	15
ENSG00000074657	ZNF532	18
ENSG00000074660	SCARF1	17
ENSG00000074695	LMAN1	18
ENSG00000074696	HACD3	15
ENSG00000074706	IPCEF1	6
ENSG00000074755	ZZEF1	17
ENSG00000074800	ENO1	1
ENSG00000074803	SLC12A1	15
ENSG00000074842	MYDGF	19
ENSG00000074855	ANO8	19
ENSG00000074935	TUBE1	6
ENSG00000074964	ARHGEF10L	1
ENSG00000074966	TXK	4
ENSG00000075035	WSCD2	12
ENSG00000075043	KCNQ2	20
ENSG00000075073	TACR2	10
ENSG00000075089	ACTR6	12
ENSG00000075131	TIPIN	15
ENSG00000075142	SRI	7
ENSG00000075151	EIF4G3	1
ENSG00000075188	NUP37	12
ENSG00000075213	SEMA3A	7
ENSG00000075218	GTSE1	22
ENSG00000075223	SEMA3C	7
ENSG00000075234	TTC38	22
ENSG00000075239	ACAT1	11
ENSG00000075240	GRAMD4	22
ENSG00000075275	CELSR1	22
ENSG00000075290	WNT8B	10
ENSG00000075292	ZNF638	2
ENSG00000075303	SLC25A40	7
ENSG00000075336	TIMM21	18
ENSG00000075340	ADD2	2
ENSG00000075391	RASAL2	1
ENSG00000075399	VPS9D1	16
ENSG00000075407	ZNF37A	10
ENSG00000075413	MARK3	14
ENSG00000075415	SLC25A3	12
ENSG00000075420	FNDC3B	3
ENSG00000075426	FOSL2	2
ENSG00000075568	TMEM131	2
ENSG00000075618	FSCN1	7
ENSG00000075624	ACTB	7
ENSG00000075643	MOCOS	18
ENSG00000075651	PLD1	3
ENSG00000075673	ATP12A	13
ENSG00000075702	WDR62	19
ENSG00000075711	DLG1	3
ENSG00000075785	RAB7A	3
ENSG00000075790	BCAP29	7
ENSG00000075826	SEC31B	10
ENSG00000075856	SART3	12
ENSG00000075884	ARHGAP15	2
ENSG00000075886	TUBA3D	2
ENSG00000075891	PAX2	10
ENSG00000075914	EXOSC7	3
ENSG00000075945	KIFAP3	1
ENSG00000075975	MKRN2	3
ENSG00000076003	MCM6	2
ENSG00000076043	REXO2	11
ENSG00000076053	RBM7	11
ENSG00000076067	RBMS2	12
ENSG00000076108	BAZ2A	12
ENSG00000076201	PTPN23	3
ENSG00000076242	MLH1	3
ENSG00000076248	UNG	12
ENSG00000076258	FMO4	1
ENSG00000076321	KLHL20	1
ENSG00000076344	RGS11	16
ENSG00000076351	SLC46A1	17
ENSG00000076356	PLXNA2	1
ENSG00000076382	SPAG5	17
ENSG00000076513	ANKRD13A	12
ENSG00000076554	TPD52	8
ENSG00000076555	ACACB	12
ENSG00000076604	TRAF4	17
ENSG00000076641	PAG1	8
ENSG00000076650	GPATCH1	19
ENSG00000076662	ICAM3	19
ENSG00000076685	NT5C2	10
ENSG00000076706	MCAM	11
ENSG00000076716	GPC4	X
ENSG00000076770	MBNL3	X
ENSG00000076826	CAMSAP3	19
ENSG00000076864	RAP1GAP	1
ENSG00000076924	XAB2	19
ENSG00000076928	ARHGEF1	19
ENSG00000076944	STXBP2	19
ENSG00000076984	MAP2K7	19
ENSG00000077009	NMRK2	19
ENSG00000077044	DGKD	2
ENSG00000077063	CTTNBP2	7
ENSG00000077080	ACTL6B	7
ENSG00000077092	RARB	3
ENSG00000077097	TOP2B	3
ENSG00000077147	TM9SF3	10
ENSG00000077150	NFKB2	10
ENSG00000077152	UBE2T	1
ENSG00000077157	PPP1R12B	1
ENSG00000077232	DNAJC10	2
ENSG00000077235	GTF3C1	16
ENSG00000077238	IL4R	16
ENSG00000077254	USP33	1
ENSG00000077264	PAK3	X
ENSG00000077279	DCX	X
ENSG00000077312	SNRPA	19
ENSG00000077327	SPAG6	10
ENSG00000077348	EXOSC5	19
ENSG00000077380	DYNC1I2	2
ENSG00000077420	APBB1IP	10
ENSG00000077454	LRCH4	7
ENSG00000077458	FAM76B	11
ENSG00000077463	SIRT6	19
ENSG00000077498	TYR	11
ENSG00000077514	POLD3	11
ENSG00000077522	ACTN2	1
ENSG00000077549	CAPZB	1
ENSG00000077585	GPR137B	1
ENSG00000077616	NAALAD2	11
ENSG00000077684	JADE1	4
ENSG00000077713	SLC25A43	X
ENSG00000077721	UBE2A	X
ENSG00000077782	FGFR1	8
ENSG00000077800	FKBP6	7
ENSG00000077935	SMC1B	22
ENSG00000077942	FBLN1	22
ENSG00000077943	ITGA8	10
ENSG00000077984	CST7	20
ENSG00000078018	MAP2	2
ENSG00000078043	PIAS2	18
ENSG00000078053	AMPH	7
ENSG00000078061	ARAF	X
ENSG00000078070	MCCC1	3
ENSG00000078081	LAMP3	3
ENSG00000078114	NEBL	10
ENSG00000078124	ACER3	11
ENSG00000078140	UBE2K	4
ENSG00000078142	PIK3C3	18
ENSG00000078177	N4BP2	4
ENSG00000078237	TIGAR	12
ENSG00000078246	TULP3	12
ENSG00000078269	SYNJ2	6
ENSG00000078295	ADCY2	5
ENSG00000078304	PPP2R5C	14
ENSG00000078319	PMS2P1	7
ENSG00000078369	GNB1	1
ENSG00000078399	HOXA9	7
ENSG00000078401	EDN1	6
ENSG00000078403	MLLT10	10
ENSG00000078487	ZCWPW1	7
ENSG00000078579	FGF20	8
ENSG00000078589	P2RY10	X
ENSG00000078596	ITM2A	X
ENSG00000078618	NRDC	1
ENSG00000078668	VDAC3	8
ENSG00000078674	PCM1	8
ENSG00000078687	TNRC6C	17
ENSG00000078699	CBFA2T2	20
ENSG00000078747	ITCH	20
ENSG00000078795	PKD2L2	5
ENSG00000078804	TP53INP2	20
ENSG00000078808	SDF4	1
ENSG00000078814	MYH7B	20
ENSG00000078898	BPIFB2	20
ENSG00000078900	TP73	1
ENSG00000078902	TOLLIP	11
ENSG00000078967	UBE2D4	7
ENSG00000079101	CLUL1	18
ENSG00000079102	RUNX1T1	8
ENSG00000079112	CDH17	8
ENSG00000079134	THOC1	18
ENSG00000079150	FKBP7	2
ENSG00000079156	OSBPL6	2
ENSG00000079215	SLC1A3	5
ENSG00000079246	XRCC5	2
ENSG00000079257	LXN	3
ENSG00000079263	SP140	2
ENSG00000079277	MKNK1	1
ENSG00000079308	TNS1	2
ENSG00000079313	REXO1	19
ENSG00000079332	SAR1A	10
ENSG00000079335	CDC14A	1
ENSG00000079337	RAPGEF3	12
ENSG00000079385	CEACAM1	19
ENSG00000079387	SENP1	12
ENSG00000079432	CIC	19
ENSG00000079435	LIPE	19
ENSG00000079459	FDFT1	8
ENSG00000079462	PAFAH1B3	19
ENSG00000079482	OPHN1	X
ENSG00000079616	KIF22	16
ENSG00000079691	CARMIL1	6
ENSG00000079739	PGM1	1
ENSG00000079785	DDX1	2
ENSG00000079805	DNM2	19
ENSG00000079819	EPB41L2	6
ENSG00000079841	RIMS1	6
ENSG00000079931	MOXD1	6
ENSG00000079950	STX7	6
ENSG00000079974	RABL2B	22
ENSG00000079999	KEAP1	19
ENSG00000080007	DDX43	6
ENSG00000080031	PTPRH	19
ENSG00000080166	DCT	13
ENSG00000080189	SLC35C2	20
ENSG00000080200	CRYBG3	3
ENSG00000080293	SCTR	2
ENSG00000080298	RFX3	9
ENSG00000080345	RIF1	2
ENSG00000080371	RAB21	12
ENSG00000080493	SLC4A4	4
ENSG00000080503	SMARCA2	9
ENSG00000080511	RDH8	19
ENSG00000080546	SESN1	6
ENSG00000080561	MID2	X
ENSG00000080572	DNAAF6	X
ENSG00000080573	COL5A3	19
ENSG00000080603	SRCAP	16
ENSG00000080608	PUM3	9
ENSG00000080618	CPB2	13
ENSG00000080644	CHRNA3	15
ENSG00000080709	KCNN2	5
ENSG00000080802	CNOT4	7
ENSG00000080815	PSEN1	14
ENSG00000080819	CPOX	3
ENSG00000080822	CLDND1	3
ENSG00000080823	MOK	14
ENSG00000080824	HSP90AA1	14
ENSG00000080839	RBL1	20
ENSG00000080845	DLGAP4	20
ENSG00000080854	IGSF9B	11
ENSG00000080947	CROCCP3	1
ENSG00000080986	NDC80	18
ENSG00000081014	AP4E1	15
ENSG00000081019	RSBN1	1
ENSG00000081026	MAGI3	1
ENSG00000081041	CXCL2	4
ENSG00000081052	COL4A4	2
ENSG00000081059	TCF7	5
ENSG00000081087	OSTM1	6
ENSG00000081138	CDH7	18
ENSG00000081148	IMPG2	3
ENSG00000081154	PCNP	3
ENSG00000081177	EXD2	14
ENSG00000081181	ARG2	14
ENSG00000081189	MEF2C	5
ENSG00000081237	PTPRC	1
ENSG00000081248	CACNA1S	1
ENSG00000081307	UBA5	3
ENSG00000081320	STK17B	2
ENSG00000081377	CDC14B	9
ENSG00000081386	ZNF510	9
ENSG00000081479	LRP2	2
ENSG00000081665	ZNF506	19
ENSG00000081692	JMJD4	1
ENSG00000081721	DUSP12	1
ENSG00000081760	AACS	12
ENSG00000081791	DELE1	5
ENSG00000081800	SLC13A1	7
ENSG00000081818	PCDHB4	5
ENSG00000081870	HSPB11	1
ENSG00000081913	PHLPP1	18
ENSG00000081923	ATP8B1	18
ENSG00000081985	IL12RB2	1
ENSG00000082014	SMARCD3	7
ENSG00000082068	WDR70	5
ENSG00000082074	FYB1	5
ENSG00000082126	MPP4	2
ENSG00000082146	STRADB	2
ENSG00000082153	BZW1	2
ENSG00000082196	C1QTNF3	5
ENSG00000082212	ME2	18
ENSG00000082213	C5orf22	5
ENSG00000082258	CCNT2	2
ENSG00000082269	FAM135A	6
ENSG00000082293	COL19A1	6
ENSG00000082397	EPB41L3	18
ENSG00000082438	COBLL1	2
ENSG00000082458	DLG3	X
ENSG00000082512	TRAF5	1
ENSG00000082515	MRPL22	5
ENSG00000082516	GEMIN5	5
ENSG00000082556	OPRK1	8
ENSG00000082641	NFE2L1	17
ENSG00000082684	SEMA5B	3
ENSG00000082701	GSK3B	3
ENSG00000082781	ITGB5	3
ENSG00000082805	ERC1	12
ENSG00000082898	XPO1	2
ENSG00000082929	LINC01587	4
ENSG00000082996	RNF13	3
ENSG00000083067	TRPM3	9
ENSG00000083093	PALB2	16
ENSG00000083097	DOP1A	6
ENSG00000083099	LYRM2	6
ENSG00000083123	BCKDHB	6
ENSG00000083168	KAT6A	8
ENSG00000083223	TUT7	9
ENSG00000083290	ULK2	17
ENSG00000083307	GRHL2	8
ENSG00000083312	TNPO1	5
ENSG00000083444	PLOD1	1
ENSG00000083454	P2RX5	17
ENSG00000083457	ITGAE	17
ENSG00000083520	DIS3	13
ENSG00000083535	PIBF1	13
ENSG00000083544	TDRD3	13
ENSG00000083635	NUFIP1	13
ENSG00000083642	PDS5B	13
ENSG00000083720	OXCT1	5
ENSG00000083750	RRAGB	X
ENSG00000083799	CYLD	16
ENSG00000083807	SLC27A5	19
ENSG00000083812	ZNF324	19
ENSG00000083814	ZNF671	19
ENSG00000083817	ZNF416	19
ENSG00000083828	ZNF586	19
ENSG00000083838	ZNF446	19
ENSG00000083844	ZNF264	19
ENSG00000083845	RPS5	19
ENSG00000083857	FAT1	4
ENSG00000083896	YTHDC1	4
ENSG00000083937	CHMP2B	3
ENSG00000084070	SMAP2	1
ENSG00000084072	PPIE	1
ENSG00000084073	ZMPSTE24	1
ENSG00000084090	STARD7	2
ENSG00000084092	NOA1	4
ENSG00000084093	REST	4
ENSG00000084110	HAL	12
ENSG00000084112	SSH1	12
ENSG00000084207	GSTP1	11
ENSG00000084234	APLP2	11
ENSG00000084444	FAM234B	12
ENSG00000084453	SLCO1A2	12
ENSG00000084463	WBP11	12
ENSG00000084623	EIF3I	1
ENSG00000084628	NKAIN1	1
ENSG00000084636	COL16A1	1
ENSG00000084652	TXLNA	1
ENSG00000084674	APOB	2
ENSG00000084676	NCOA1	2
ENSG00000084693	AGBL5	2
ENSG00000084710	EFR3B	2
ENSG00000084731	KIF3C	2
ENSG00000084733	RAB10	2
ENSG00000084734	GCKR	2
ENSG00000084754	HADHA	2
ENSG00000084764	MAPRE3	2
ENSG00000084774	CAD	2
ENSG00000085063	CD59	11
ENSG00000085117	CD82	11
ENSG00000085185	BCORL1	X
ENSG00000085224	ATRX	X
ENSG00000085231	AK6	5
ENSG00000085265	FCN1	9
ENSG00000085274	MYNN	3
ENSG00000085276	MECOM	3
ENSG00000085365	SCAMP1	5
ENSG00000085377	PREP	6
ENSG00000085382	HACE1	6
ENSG00000085415	SEH1L	18
ENSG00000085433	WDR47	1
ENSG00000085449	WDFY1	2
ENSG00000085465	OVGP1	1
ENSG00000085491	SLC25A24	1
ENSG00000085511	MAP3K4	6
ENSG00000085514	PILRA	7
ENSG00000085552	IGSF9	1
ENSG00000085563	ABCB1	7
ENSG00000085644	ZNF213	16
ENSG00000085662	AKR1B1	7
ENSG00000085719	CPNE3	8
ENSG00000085721	RRN3	16
ENSG00000085733	CTTN	11
ENSG00000085741	WNT11	11
ENSG00000085760	MTIF2	2
ENSG00000085788	DDHD2	8
ENSG00000085831	TTC39A	1
ENSG00000085832	EPS15	1
ENSG00000085840	ORC1	1
ENSG00000085871	MGST2	4
ENSG00000085872	CHERP	19
ENSG00000085978	ATG16L1	2
ENSG00000085982	USP40	2
ENSG00000085998	POMGNT1	1
ENSG00000085999	RAD54L	1
ENSG00000086015	MAST2	1
ENSG00000086061	DNAJA1	9
ENSG00000086062	B4GALT1	9
ENSG00000086065	CHMP5	9
ENSG00000086102	NFX1	9
ENSG00000086159	AQP6	12
ENSG00000086189	DIMT1	5
ENSG00000086200	IPO11	5
ENSG00000086232	EIF2AK1	7
ENSG00000086288	NME8	7
ENSG00000086289	EPDR1	7
ENSG00000086300	SNX10	7
ENSG00000086475	SEPHS1	10
ENSG00000086504	MRPL28	16
ENSG00000086506	HBQ1	16
ENSG00000086544	ITPKC	19
ENSG00000086548	CEACAM6	19
ENSG00000086570	FAT2	5
ENSG00000086589	RBM22	5
ENSG00000086598	TMED2	12
ENSG00000086619	ERO1B	1
ENSG00000086666	ZFAND6	15
ENSG00000086696	HSD17B2	16
ENSG00000086712	TXLNG	X
ENSG00000086717	PPEF1	X
ENSG00000086730	LAT2	7
ENSG00000086758	HUWE1	X
ENSG00000086827	ZW10	11
ENSG00000086848	ALG9	11
ENSG00000086967	MYBPC2	19
ENSG00000086991	NOX4	11
ENSG00000087008	ACOX3	4
ENSG00000087053	MTMR2	11
ENSG00000087074	PPP1R15A	19
ENSG00000087076	HSD17B14	19
ENSG00000087077	TRIP6	7
ENSG00000087085	ACHE	7
ENSG00000087086	FTL	19
ENSG00000087088	BAX	19
ENSG00000087095	NLK	17
ENSG00000087111	PIGS	17
ENSG00000087116	ADAMTS2	5
ENSG00000087128	TMPRSS11E	4
ENSG00000087152	ATXN7L3	17
ENSG00000087157	PGS1	17
ENSG00000087191	PSMC5	17
ENSG00000087206	UIMC1	5
ENSG00000087237	CETP	16
ENSG00000087245	MMP2	16
ENSG00000087250	MT3	16
ENSG00000087253	LPCAT2	16
ENSG00000087258	GNAO1	16
ENSG00000087263	OGFOD1	16
ENSG00000087266	SH3BP2	4
ENSG00000087269	NOP14	4
ENSG00000087274	ADD1	4
